Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"IoT-Based Healthcare Monitoring Using Blockchain","Applications of Blockchain in Healthcare","","","","10.1007/978-981-15-9547-9_6","Monireh VahdatiKamran Gholizadeh HamlAbadiAli Mohammad Saghiri","2021","http://link.springer.com/chapter/10.1007/978-981-15-9547-9_6","Chapter"
"Overview of Post COVID Scenario in China","Considerations for a Post-COVID-19 Technology and Innovation Ecosystem in China","","","","10.1007/978-981-16-6959-0_1","Jinling HuaRajib Shaw","2022","http://link.springer.com/chapter/10.1007/978-981-16-6959-0_1","Chapter"
"Secure Consistency Verification for Untrusted Cloud Storage by Public Blockchains","Security and Privacy in Communication Networks","","","","10.1007/978-3-030-37228-6_3","Kai LiYuzhe TangBeom Heyn (Ben) KimJianliang Xu","2019","http://link.springer.com/chapter/10.1007/978-3-030-37228-6_3","Chapter"
"Institutional Preparedness Against Disasters: A Case Study of Odisha","International Handbook of Disaster Research","","","","10.1007/978-981-16-8800-3_12-1","Pradeep Harichandan","2022","http://link.springer.com/referenceworkentry/10.1007/978-981-16-8800-3_12-1","ReferenceWorkEntry"
"Government and Society: Public Governance in Interaction","Modernization of Government Governance in China","","","","10.1007/978-981-32-9491-2_3","Ronghua ShenSheng Cao","2020","http://link.springer.com/chapter/10.1007/978-981-32-9491-2_3","Chapter"
"Re-peasantization, Resistance and Subordination: The Struggle for Land and Agrarian Reform in Brazil","Labour Questions in the Global South","","","","10.1007/978-981-33-4635-2_14","Bernardo Mançano Fernandes","2021","http://link.springer.com/chapter/10.1007/978-981-33-4635-2_14","Chapter"
"Opportunities and Challenges of Waqf in Bangladesh: The Way Forward for Socio-Economic Development","Revitalization of Waqf for Socio-Economic Development, Volume I","","","","10.1007/978-3-030-18445-2_10","Abu Umar Faruq AhmadMohd Fazlul Karim","2019","http://link.springer.com/chapter/10.1007/978-3-030-18445-2_10","Chapter"
"The performance evaluation of corporate universities","Tertiary Education and Management","","23","3","10.1080/13583883.2017.1329452","Giuseppe CappielloGiulio Pedrini","2017","http://link.springer.com/article/10.1080/13583883.2017.1329452","Article"
"The Magic Ring in Action: The Biological Environment","The Magic Ring","","","","10.1007/978-3-030-64194-8_8","Piero Mella","2021","http://link.springer.com/chapter/10.1007/978-3-030-64194-8_8","Chapter"
"The Turkish Way of Doing Development Aid?: An Analysis from the Somali Laboratory","South-South Cooperation Beyond the Myths","","","","10.1057/978-1-137-53969-4_3","Mehmet Ozkan","2017","http://link.springer.com/chapter/10.1057/978-1-137-53969-4_3","Chapter"
"Historical Evolution of Urban–Rural Relationship","Institutional Logics and Practice of the Evolution of Urban–Rural Relationships","","","","10.1007/978-981-15-8419-0_2","Xiaoye ZheYun Ai","2020","http://link.springer.com/chapter/10.1007/978-981-15-8419-0_2","Chapter"
"India’s response to adolescent mental health: a policy review and stakeholder analysis","Social Psychiatry and Psychiatric Epidemiology","","54","4","10.1007/s00127-018-1647-2","Kallol RoySachin ShindeBidyut K. SarkarKanika MalikRachana ParikhVikram Patel","2019","http://link.springer.com/article/10.1007/s00127-018-1647-2","Article"
"Contract Is Code!","Liquid Legal","","","","10.1007/978-3-030-48266-4_17","Roger StrathausenIngrid Nikkels","2020","http://link.springer.com/chapter/10.1007/978-3-030-48266-4_17","Chapter"
"Refusal of Work, Liberation of Time and the Convivial University","Education and Technological Unemployment","","","","10.1007/978-981-13-6225-5_17","Patrick Carmichael","2019","http://link.springer.com/chapter/10.1007/978-981-13-6225-5_17","Chapter"
"The emergence of a Syriac Orthodox Mayan Church in Guatemala","International Journal of Latin American Religions","","3","2","10.1007/s41603-019-00083-1","Anna Hager","2019","http://link.springer.com/article/10.1007/s41603-019-00083-1","Article"
"Blockchain applied to the construction supply chain: A case study with threat model","Frontiers of Engineering Management","","7","4","10.1007/s42524-020-0129-x","Gjorgji ShemovBorja Garcia de SotoHoda Alkhzaimi","2020","http://link.springer.com/article/10.1007/s42524-020-0129-x","Article"
"Digital Transformation in the Music Industry: How the COVID-19 Pandemic Has Accelerated New Business Opportunities","Rethinking the Music Business","","","","10.1007/978-3-031-09532-0_4","Paul G. OliverStefan Lalchev","2022","http://link.springer.com/chapter/10.1007/978-3-031-09532-0_4","Chapter"
"The Learning Organization in a Small Government Unit: Case Study of the Center for Academic Services, Srinakharinwirot University, Thailand","Advances in Human Factors, Business Management, Training and Education","","","","10.1007/978-3-319-42070-7_115","Unchana KlentienWeeranan Kamnungwut","2017","http://link.springer.com/chapter/10.1007/978-3-319-42070-7_115","Chapter"
"Women and Gender Equality in Higher Education?","The Changing Role of Women in Higher Education","","","","10.1007/978-3-319-42436-1_11","Miriam E. David","2017","http://link.springer.com/chapter/10.1007/978-3-319-42436-1_11","Chapter"
"Land Reform, Participatory Governance, and Grassroots Democracy in Progressive Chengdu, China","The Rise of Progressive Cities East and West","","","","10.1007/978-981-13-0209-1_8","Fangxin Yi","2019","http://link.springer.com/chapter/10.1007/978-981-13-0209-1_8","Chapter"
"Over-Leaping the Middle Income Trap and the Innovation of Rural Production-Operation-Management System","China’s Reform to Overleap the Middle-Income Trap","","","","10.1007/978-981-13-9222-1_7","Jun Yin","2019","http://link.springer.com/chapter/10.1007/978-981-13-9222-1_7","Chapter"
"How Do People Get Big Things Done?","The Evolution of Social Institutions","","","","10.1007/978-3-030-51437-2_2","Stephen A. KowalewskiJennifer Birch","2020","http://link.springer.com/chapter/10.1007/978-3-030-51437-2_2","Chapter"
"Decentralized Autonomous Video Copyright Protection","Proceedings of the Future Technologies Conference (FTC) 2019","","","","10.1007/978-3-030-32523-7_33","Qifeng ChenShiyu ZhangWilson Wei","2020","http://link.springer.com/chapter/10.1007/978-3-030-32523-7_33","Chapter"
"The Pacific Alliance: Building a Pathway to the High-Hanging Fruits of Deep Integration","The Pacific Alliance in a World of Preferential Trade Agreements","","","","10.1007/978-3-319-78464-9_1","Ana María Palacio Valencia","2019","http://link.springer.com/chapter/10.1007/978-3-319-78464-9_1","Chapter"
"Encompassing Conclusions and Way Forward","Voluntary Organisations and Rural Development in South Asia","","","","10.1007/978-981-16-6293-5_7","Umakanta Mohapatra","2021","http://link.springer.com/chapter/10.1007/978-981-16-6293-5_7","Chapter"
"AI Business: Framework and Maturity Model","AI in Marketing, Sales and Service","","","","10.1007/978-3-319-89957-2_3","Peter Gentsch","2019","http://link.springer.com/chapter/10.1007/978-3-319-89957-2_3","Chapter"
"Policy and Governance Strategies for Effective Cyclone Risk Management in Odisha, India: A Journey from 1999 Super Cyclone","Cyclonic Disasters and Resilience","","","","10.1007/978-981-19-1215-3_6","Ashutosh MohantyAnupama DubeyR. B. Singh","2022","http://link.springer.com/chapter/10.1007/978-981-19-1215-3_6","Chapter"
"Advances in Artificial Intelligence and Security","Communications in Computer and Information Science","","","","10.1007/978-3-030-78621-2","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2021","http://link.springer.com/book/10.1007/978-3-030-78621-2","Book"
"Beyond Bitcoin","","","","","10.1007/978-3-030-88931-9","Prof. Hanna HalaburdaProf. Miklos SarvaryProf. Guillaume Haeringer","2022","http://link.springer.com/book/10.1007/978-3-030-88931-9","Book"
"Blockchain for Supply Chain Ledgers: Tracking Toxicity Information of Construction Materials","Blockchain for Construction","","","","10.1007/978-981-19-3759-0_6","Emina Kristina PetrovićAlan Colin BrentCatherine Iorns MagallanesLydia HamerDaniel van Eijck","2022","http://link.springer.com/chapter/10.1007/978-981-19-3759-0_6","Chapter"
"The Transition from Self-Regulation to Public Oversight in the Independent Audit: An Investigation of Developments by Accounting Sub-Culture","Ethics and Sustainability in Accounting and Finance, Volume III","","","","10.1007/978-981-33-6636-7_3","Özkan Sarisoy","2021","http://link.springer.com/chapter/10.1007/978-981-33-6636-7_3","Chapter"
"Mosaic of Traditional and Modern Agriculture Systems for Enhancing Resilience","Resilient Asia","","","","10.1007/978-4-431-56597-0_8","Srikantha HerathBinaya MishraPearly WongS. B. Weerakoon","2018","http://link.springer.com/chapter/10.1007/978-4-431-56597-0_8","Chapter"
"Outlook for Rural Development in China","China’s Rural Development Road","","","","10.1007/978-981-10-5646-8_16","Xiaoshan ZhangZhou Li","2018","http://link.springer.com/chapter/10.1007/978-981-10-5646-8_16","Chapter"
"Decentralising the Digital Economy: The Blockchain and Competition Remedy","Explore Business, Technology Opportunities and Challenges ‎After the Covid-19 Pandemic","","","","10.1007/978-3-031-08954-1_109","Syed Mohammad YawarRahul Shaw","2023","http://link.springer.com/chapter/10.1007/978-3-031-08954-1_109","Chapter"
"Reconstruction of Resettlement Community from the Perspective of Rural Memory—A Case Study of Chun Xin Yuan in Shanghai","Innovating Strategies and Solutions for Urban Performance and Regeneration","","","","10.1007/978-3-030-98187-7_1","Xi ChenYan HuaJun Wang","2022","http://link.springer.com/chapter/10.1007/978-3-030-98187-7_1","Chapter"
"Blockchain, Cryptocurrency, and Artificial Intelligence in Finance","Fintech with Artificial Intelligence, Big Data, and Blockchain","","","","10.1007/978-981-33-6137-9_1","Yun Joo AnPaul Moon Sub ChoiSeth H. Huang","2021","http://link.springer.com/chapter/10.1007/978-981-33-6137-9_1","Chapter"
"Learning from the International Experience of Pension Security Systems","The Development of Security and Whole Care System for the Aged in China","","","","10.1007/978-981-10-6481-4_7","Yuqi Long","2018","http://link.springer.com/chapter/10.1007/978-981-10-6481-4_7","Chapter"
"European Research Programmes","Knowledge Communities in Europe","","","","10.1007/978-3-658-18852-8_5","Patricia Bauer","2018","http://link.springer.com/chapter/10.1007/978-3-658-18852-8_5","Chapter"
"Spain","Irrigation in the Mediterranean","","","","10.1007/978-3-030-03698-0_4","Marta García-MolláCarles Sanchis-IborLlorenç Avellà-ReusJosé AlbiacDaniel IsidoroSergio Lecina","2019","http://link.springer.com/chapter/10.1007/978-3-030-03698-0_4","Chapter"
"New Standard Models for Banking","FinTech Revolution","","","","10.1007/978-3-319-76014-8_9","Sofie BlakstadRobert Allen","2018","http://link.springer.com/chapter/10.1007/978-3-319-76014-8_9","Chapter"
"Education and Professional Training in Tourism and Hospitality: The Case of Portuguese Travel Agents","Cultural Sustainable Tourism","","","","10.1007/978-3-031-10800-6_14","Lígia Maria Rocha Pinto RibeiroEduardo Cândido Cordeiro GonçalvesRicardo Jorge da Costa Guerra","2022","http://link.springer.com/chapter/10.1007/978-3-031-10800-6_14","Chapter"
"Second-Order Observation and the Changes in China’s Poverty Alleviation Policies","Research on the Mode of Targeted Poverty Alleviation in China","","","","10.1007/978-981-19-4488-8_2","Chengbin LiuWeiping Tan","2022","http://link.springer.com/chapter/10.1007/978-981-19-4488-8_2","Chapter"
"ICTs Connecting Global Citizens, Global Dialogue and Global Governance. A Call for Needful Designs","Applied Informatics","","","","10.1007/978-3-030-32475-9_33","Wolfgang HofkirchnerJosé María Díaz-NafríaPeter CrowleyWilfried GrafGudrun KramerHans-Jörg KreowskiWerner Wintersteiner","2019","http://link.springer.com/chapter/10.1007/978-3-030-32475-9_33","Chapter"
"Cultural Micro-nodes for Smart Cities","Marketing and Smart Technologies","","","","10.1007/978-981-16-9272-7_5","Carole EdrichDrago Indjic","2022","http://link.springer.com/chapter/10.1007/978-981-16-9272-7_5","Chapter"
"The Journey of Start-Ups from Birth to Adulthood: Case Studies on Fundamental Transformations with Start-Ups as Traveling Organizations","Transforming Public and Private Sector Organizations","","","","10.1007/978-3-031-06904-8_13","Alberto Casagrande","2022","http://link.springer.com/chapter/10.1007/978-3-031-06904-8_13","Chapter"
"Peacebuilding Through Development Partnership: An Indian Perspective","Rising Powers and Peacebuilding","","","","10.1007/978-3-319-60621-7_4","Lt. Gen. (ret.) P. K. Singh","2017","http://link.springer.com/chapter/10.1007/978-3-319-60621-7_4","Chapter"
"Cultural Industries in Québec","Cultural Policy and Industries of Identity","","","","10.1007/978-3-319-73624-2_4","Devin Beauregard","2018","http://link.springer.com/chapter/10.1007/978-3-319-73624-2_4","Chapter"
"Health Sector Decentralisation and Delivery of Responsive Healthcare in Ghana","Democratic Decentralization, Local Governance and Sustainable Development","","","","10.1007/978-3-031-12378-8_12","Baba SalifuPrince Osei-Wusu AdjeiDaniel Buor","2022","http://link.springer.com/chapter/10.1007/978-3-031-12378-8_12","Chapter"
"Kurdish Women in Political Organizations: The Kurdish Movement and Pro-Kurdish Political Parties","Women in the Kurdish Movement","","","","10.1007/978-3-030-24744-7_4","Handan Çağlayan","2020","http://link.springer.com/chapter/10.1007/978-3-030-24744-7_4","Chapter"
"Cooperatives","Encyclopedia of Sustainable Management","","","","10.1007/978-3-030-02006-4_702-1","Andrea Girardi","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-030-02006-4_702-1","ReferenceWorkEntry"
"Understanding the Persistence of Competitive Authoritarianism in Algeria","Middle East Today","","","","10.1007/978-3-031-05102-9","Dalia Ghanem","2022","http://link.springer.com/book/10.1007/978-3-031-05102-9","Book"
"Blockchain Security in Cloud Computing","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-70501-5","K.M. BaalamuruganS. Rakesh KumarDr. Abhishek KumarVishal KumarDr. Sanjeevikumar Padmanaban","2022","http://link.springer.com/book/10.1007/978-3-030-70501-5","Book"
"The Blockchain Age: Awareness, Empowerment and Coordination","Towards Digital Enlightenment","","","","10.1007/978-3-319-90869-4_13","Jeroen van den HovenJohan PouwelseDirk HelbingStefan Klauser","2019","http://link.springer.com/chapter/10.1007/978-3-319-90869-4_13","Chapter"
